var0;var1;formula;unifs_propNormOriginal;unifs_propOriginal
_;true;Var (S (O))
true;_;Var (O)
_;false;Neg (Var (S (O)))
false;_;Neg (Var (O))
_;true;Neg (Neg (Var (S (O))))
true;_;Neg (Neg (Var (O)))
_;true;Disj (Var (S (O)), Var (S (O)))
true;true;Disj (Var (S (O)), Var (O))
true;false;Disj (Var (S (O)), Var (O))
false;true;Disj (Var (S (O)), Var (O))
_;true;Disj (Var (S (O)), Neg (Var (S (O))))
_;false;Disj (Var (S (O)), Neg (Var (S (O))))
true;true;Disj (Var (S (O)), Neg (Var (O)))
false;true;Disj (Var (S (O)), Neg (Var (O)))
false;false;Disj (Var (S (O)), Neg (Var (O)))
_;true;Disj (Var (S (O)), Neg (Neg (Var (S (O)))))
true;true;Disj (Var (S (O)), Neg (Neg (Var (O))))
true;false;Disj (Var (S (O)), Neg (Neg (Var (O))))
false;true;Disj (Var (S (O)), Neg (Neg (Var (O))))
_;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
true;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (O)))
true;false;Disj (Var (S (O)), Disj (Var (S (O)), Var (O)))
false;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (O)))
true;true;Disj (Var (S (O)), Disj (Var (O), Var (S (O))))
true;false;Disj (Var (S (O)), Disj (Var (O), Var (S (O))))
false;true;Disj (Var (S (O)), Disj (Var (O), Var (S (O))))
true;true;Disj (Var (S (O)), Disj (Var (O), Var (O)))
true;false;Disj (Var (S (O)), Disj (Var (O), Var (O)))
false;true;Disj (Var (S (O)), Disj (Var (O), Var (O)))
true;true;Disj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
true;false;Disj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
false;true;Disj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
false;false;Disj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
true;true;Disj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O))))
true;false;Disj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O))))
_;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
true;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (O)))
false;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (O)))
true;true;Disj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
false;true;Disj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
true;true;Disj (Var (S (O)), Conj (Var (O), Var (S (O))))
false;true;Disj (Var (S (O)), Conj (Var (O), Var (S (O))))
true;true;Disj (Var (S (O)), Conj (Var (O), Var (O)))
true;false;Disj (Var (S (O)), Conj (Var (O), Var (O)))
false;true;Disj (Var (S (O)), Conj (Var (O), Var (O)))
true;true;Disj (Var (S (O)), Conj (Var (O), Neg (Var (S (O)))))
true;false;Disj (Var (S (O)), Conj (Var (O), Neg (Var (S (O)))))
false;true;Disj (Var (S (O)), Conj (Var (O), Neg (Var (S (O)))))
true;true;Disj (Var (S (O)), Conj (Var (O), Neg (Var (O))))
false;true;Disj (Var (S (O)), Conj (Var (O), Neg (Var (O))))
true;true;Disj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
true;false;Disj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
false;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
true;false;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
false;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
true;true;Disj (Var (S (O)), Conj (Neg (Var (O)), Var (O)))
true;true;Disj (Var (O), Var (S (O)))
true;false;Disj (Var (O), Var (S (O)))
false;true;Disj (Var (O), Var (S (O)))
true;_;Disj (Var (O), Var (O))
true;true;Disj (Var (O), Neg (Var (S (O))))
true;false;Disj (Var (O), Neg (Var (S (O))))
false;false;Disj (Var (O), Neg (Var (S (O))))
true;_;Disj (Var (O), Neg (Var (O)))
false;_;Disj (Var (O), Neg (Var (O)))
true;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
true;false;Disj (Var (O), Neg (Neg (Var (S (O)))))
false;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
true;_;Disj (Var (O), Neg (Neg (Var (O))))
true;_;Disj (Var (O), Neg (Conj (Var (O), Var (O))))
true;true;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
true;false;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
false;true;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
true;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
true;false;Disj (Var (O), Disj (Var (S (O)), Var (O)))
false;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
true;true;Disj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
